CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,split0,split1,split2,split3,split4,split5,split6,split7,split8,split9,Normalized_PAMPA,Binary,Soft_Label
2807,2020_Townsend,2020,hexa_293,2807,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,6,Circle,-4.84,,,,3.5764,valid,train,train,train,train,train,train,train,train,train,0.5800000000000001,1,1.0
2604,2020_Townsend,2020,hexa_90,2604,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N1C,6,Circle,-5.49,,,,3.771,test,train,train,test,train,train,test,train,train,train,0.2549999999999999,1,1.0
7077,2021_Kelly,2021,L5_106,7077,COc1ccc(C[C@@H]2NC(=O)[C@@H](CC3CCCCC3)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(C)=O)[C@@H](C)OC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc3ccc(F)c(F)c3)NC2=O)cc1,10,Lariat,-6.66,,,,3.8663,train,train,train,train,train,train,valid,train,valid,train,-0.33,0,0.0
1251,2016_Furukawa,2016,1.3-38,1251,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.97,,,,4.812,train,train,train,test,valid,train,valid,train,train,train,-0.985,0,0.0
5900,2021_Kelly,2021,L1_11.3.1.3.4.2,5900,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-6.15,,,,2.9464,train,train,train,train,train,train,valid,test,train,train,-0.0750000000000001,0,0.4624999999999999
7302,2022_Bhardwaj,2022,D10.6,7302,CC(C)C[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N1C,10,Circle,-5.91,,,,1.4932,train,test,train,train,train,train,train,train,train,train,0.0449999999999999,1,0.5225
5289,2020_Townsend,2020,hepta_1712,5289,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,7,Circle,-5.3,,,,3.2252,train,train,train,train,train,train,train,train,train,train,0.3500000000000001,1,1.0
6571,2021_Kelly,2021,L1_6.2.3.2.4.1,6571,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-5.1,,-4.97,,2.6042,train,train,train,test,train,train,train,test,valid,train,0.4500000000000002,1,1.0
2564,2020_Townsend,2020,hexa_50,2564,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.48,,,,4.2689,valid,train,train,train,train,train,train,train,train,train,0.2599999999999998,1,1.0
4865,2020_Townsend,2020,hepta_1288,4865,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,7,Circle,-6.04,,,,2.9892,train,train,train,train,valid,train,train,train,train,train,-0.02,0,0.49
4078,2020_Townsend,2020,hepta_501,4078,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-10.0,,,,3.1449,valid,train,train,train,train,train,train,train,valid,train,-1.0,0,0.0
5169,2020_Townsend,2020,hepta_1592,5169,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,7,Circle,-5.17,,,,3.8119,train,train,train,test,test,train,valid,train,train,train,0.415,1,1.0
1144,2016_Furukawa,2016,1.1-11,1144,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.33,,,,1.0872,train,train,train,train,train,valid,train,train,train,train,-0.665,0,0.0
1806,2016_Furukawa,2016,2.8-03H,1806,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)CN(CC2CCOCC2)C(=O)[C@@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.14,,,,0.8053,test,train,train,test,train,train,train,train,valid,train,-0.5699999999999998,0,0.0
1299,2016_Furukawa,2016,1.5-06,1299,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](CC(C)C)NC(=O)CN(CCN2CCOCC2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-6.64,,,,0.7058,valid,test,train,train,train,train,train,train,test,train,-0.3199999999999998,0,0.0
3940,2020_Townsend,2020,hepta_363,3940,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-5.86,,,,2.647,train,test,train,train,train,train,train,train,train,train,0.0699999999999998,1,0.5349999999999999
4730,2020_Townsend,2020,hepta_1153,4730,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,7,Circle,-6.07,,,,2.4913,train,train,train,valid,test,train,test,train,train,train,-0.0350000000000001,0,0.4824999999999999
4618,2020_Townsend,2020,hepta_1041,4618,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,7,Circle,-10.0,,,,2.9892,train,valid,train,train,test,valid,train,train,train,train,-1.0,0,0.0
4951,2020_Townsend,2020,hepta_1374,4951,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,7,Circle,-5.52,,,,4.4464,valid,train,train,train,train,train,train,train,train,train,0.2400000000000002,1,0.6200000000000001
1190,2016_Furukawa,2016,1.2-17,1190,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccccc2)C1=O,6,Circle,-5.56,,,,3.524,train,train,train,train,train,test,train,valid,train,train,0.2200000000000002,1,0.6100000000000001
6350,2021_Kelly,2021,L1_3.2.4.4.3.1,6350,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-5.31,,,,2.9464,train,train,train,train,train,train,train,train,valid,train,0.3450000000000002,1,1.0
3161,2020_Townsend,2020,hexa_647,3161,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,6,Circle,-10.0,,,,2.5003,train,train,train,train,train,train,train,train,test,train,-1.0,0,0.0
1217,2016_Furukawa,2016,1.3-04,1217,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](C)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,6,Circle,-4.96,,,,2.9373,train,train,train,train,train,train,train,train,train,train,0.52,1,1.0
6160,2021_Kelly,2021,L1_15.2.4.3.1.2,6160,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-9.0,,,,2.6042,train,train,train,train,train,train,train,train,train,train,-1.0,0,0.0
1548,2016_Furukawa,2016,2.1-15Me,1548,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CCCOC(C)C)C(=O)[C@@H]2CCCN2C1=O,6,Circle,-5.07,,,,3.1655,train,train,train,train,train,train,train,train,train,train,0.4649999999999998,1,1.0
4107,2020_Townsend,2020,hepta_530,4107,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,7,Circle,-5.38,,,,2.4913,train,train,train,train,train,train,train,train,train,train,0.31,1,1.0
5848,2021_Kelly,2021,L1_11.1.1.3.3.2,5848,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-6.54,,,,2.6042,train,train,train,train,train,test,train,test,train,train,-0.27,0,0.0
5589,2020_Townsend,2020,hepta_2012,5589,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,7,Circle,-5.59,,,,3.3314,train,test,train,train,train,train,train,train,train,train,0.205,1,0.6025
1140,2016_Furukawa,2016,1.1-07,1140,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.4,,,,1.3586,train,train,train,train,train,train,train,train,train,train,-0.7000000000000002,0,0.0
6863,2021_Kelly,2021,L3_1.1.3.2.1,6863,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.47,,,,1.9198,test,train,train,train,train,train,train,train,train,train,-0.2349999999999998,0,0.3825
1273,2016_Furukawa,2016,1.4-20,1273,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)CN(CCCOC(C)C)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.5,,,,3.6213,train,train,train,train,train,valid,train,valid,valid,train,0.25,1,0.625
6220,2021_Kelly,2021,L1_16.2.3.1.1.2,6220,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.53,,,,2.262,train,valid,train,train,train,train,train,train,train,train,-0.2650000000000001,0,0.0
1510,2016_Furukawa,2016,1.10-17,1510,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2Cn2cccn2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,6,Circle,-6.9,,,,4.559,valid,train,train,valid,valid,train,train,train,train,train,-0.4500000000000002,0,0.0
6088,2021_Kelly,2021,L1_14.3.4.4.4.2,6088,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-5.37,,,,3.2886,valid,train,train,valid,train,test,train,train,train,train,0.3149999999999999,1,1.0
3299,2020_Townsend,2020,hexa_785,3299,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,6,Circle,-4.0,,,,3.3404,train,train,train,train,train,train,train,train,test,train,1.0,1,1.0
2741,2020_Townsend,2020,hexa_227,2741,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,6,Circle,-5.33,,,,3.3899,train,train,train,train,train,train,train,train,train,train,0.3349999999999999,1,1.0
6695,2021_Kelly,2021,L1_9.1.1.2.4.2,6695,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-6.66,,,,2.262,train,train,train,valid,train,train,train,train,train,train,-0.33,0,0.0
6188,2021_Kelly,2021,L1_15.4.3.4.4.2,6188,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-5.43,,,,3.2886,train,test,train,train,train,train,train,train,train,train,0.2850000000000001,1,1.0
5369,2020_Townsend,2020,hepta_1792,5369,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,7,Circle,-5.32,,,,4.1042,valid,train,train,train,valid,train,train,train,test,train,0.3399999999999998,1,1.0
4890,2020_Townsend,2020,hepta_1313,4890,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,7,Circle,-6.26,,,,3.4871,train,train,train,train,valid,test,train,train,train,train,-0.1299999999999999,0,0.435
1382,2016_Furukawa,2016,1.7-09,1382,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](C)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-6.12,,,,4.3567,train,train,train,train,train,test,train,train,valid,train,-0.06,0,0.47
5517,2020_Townsend,2020,hepta_1940,5517,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C1=O,7,Circle,-6.41,,,,3.3894,test,train,train,train,train,train,valid,train,train,train,-0.205,0,0.3974999999999999
2919,2020_Townsend,2020,hexa_405,2919,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,6,Circle,-6.41,,,,2.8117,train,train,train,train,train,train,train,test,train,train,-0.205,0,0.3974999999999999
6860,2021_Kelly,2021,L3_1.1.2.3.1,6860,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-4.89,,,,1.9198,train,train,train,train,test,train,train,train,train,train,0.5550000000000002,1,1.0
3710,2020_Townsend,2020,hepta_133,3710,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,7,Circle,-6.03,,,,2.9892,train,train,train,train,valid,train,train,train,train,train,-0.0150000000000001,0,0.4924999999999999
4677,2020_Townsend,2020,hepta_1100,4677,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-5.52,,,,2.9892,train,valid,train,train,train,train,train,train,valid,train,0.2400000000000002,1,0.6200000000000001
6667,2021_Kelly,2021,L1_8.2.2.2.1.1,6667,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.92,,,,1.9198,train,test,train,train,train,train,train,train,train,train,-0.4599999999999999,0,0.0
4834,2020_Townsend,2020,hepta_1257,4834,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,7,Circle,-5.03,,,,2.8335,train,train,train,train,train,train,train,train,train,train,0.4849999999999999,1,1.0
6171,2021_Kelly,2021,L1_15.3.2.2.4.2,6171,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-6.22,,,,2.6042,valid,test,train,train,train,train,train,train,test,train,-0.1099999999999998,0,0.445
4033,2020_Townsend,2020,hepta_456,4033,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,7,Circle,-4.95,,,,3.1757,train,train,train,test,train,train,valid,train,train,train,0.5249999999999999,1,1.0
5575,2020_Townsend,2020,hepta_1998,5575,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-10.0,,,,2.7358,train,train,train,train,train,valid,train,train,test,train,-1.0,0,0.0
1798,2016_Furukawa,2016,2.8-13Me,1798,CCCCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@H](Cc2ccccc2)C1=O,6,Circle,-5.21,,,,3.9291,test,train,train,test,train,train,train,valid,train,train,0.395,1,1.0
5680,2021_Kelly,2021,L1_1.1.2.1.1.1,5680,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-7.3,,,,1.9198,train,test,train,train,train,valid,train,train,train,train,-0.6499999999999999,0,0.0
4119,2020_Townsend,2020,hepta_542,4119,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,7,Circle,-5.2,,,,2.8335,train,train,train,train,valid,train,train,test,train,train,0.3999999999999999,1,1.0
1554,2016_Furukawa,2016,2.1-03H,1554,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,6,Circle,-8.0,,,,0.8053,train,train,train,train,train,train,train,train,train,train,-1.0,0,0.0
3144,2020_Townsend,2020,hexa_630,3144,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.43,,,,2.5003,train,test,train,train,test,train,train,train,train,train,0.2850000000000001,1,1.0
5233,2020_Townsend,2020,hepta_1656,5233,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,7,Circle,-6.0,,,,4.2599,train,train,train,test,valid,train,train,train,train,train,0.0,0,0.5
7171,2021_Kelly,2021,L5_84,7171,CCC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](Cc2cccc3ccccc23)NC(=O)[C@H](CC(C)C)NC1=O,10,Lariat,-5.14,,,,3.3658,train,train,train,train,test,train,train,train,train,train,0.4300000000000001,1,1.0
5985,2021_Kelly,2021,L1_13.1.2.3.3.2,5985,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,10,Lariat,-6.0,,,,2.6042,train,test,train,train,valid,valid,train,train,test,train,0.0,0,0.5
6258,2021_Kelly,2021,L1_2.1.1.2.2.1,6258,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.7,,,,1.9198,train,train,train,train,train,train,train,train,train,train,-0.3500000000000001,0,0.0
2595,2020_Townsend,2020,hexa_81,2595,CC(C)C[C@@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-5.56,,,,3.4288,train,train,train,train,test,test,train,test,train,train,0.2200000000000002,1,0.6100000000000001
2834,2020_Townsend,2020,hexa_320,2834,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,6,Circle,-5.28,,,,3.5456,train,train,train,train,train,test,train,train,valid,train,0.3599999999999999,1,1.0
3368,2020_Townsend,2020,hexa_854,3368,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,6,Circle,-5.22,,,,2.656,train,train,train,train,train,train,test,train,train,train,0.3900000000000001,1,1.0
